"","PC1","PC17","PC30"
"Shinella sp. 65-6",0.00244121388288796,0.000167821559494536,0.000121585372415587
"Bacteroidetes bacterium",0,0.0012116146761765,0.00133061085405866
"Dehalobacterium formicoaceticum",0.00222118311263221,0,0
"Enteractinococcus helveticum",0.00213964728124104,0,0
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_65_29",0.000302981326049148,7.86201626065736e-05,0.00174527912466583
"Bdellovibrio sp. CG11_big_fil_rev_8_21_14_0_20_39_38",0.00205426208345311,0,0
"Phenylobacterium sp. LX32",0.00195278850816078,0,6.6336259375214e-05
"Solirubrobacterales bacterium URHD0059",0.00177831679874188,0.000222548664832926,0
"Bdellovibrionales bacterium CG11_big_fil_rev_8_21_14_0_20_38_13",0.00193597631817152,3.65470049273822e-05,0
"Leucobacter sp. G161",0.00195859545832341,0,0
"Aeromicrobium sp. Root236",0.0018157165188403,0.000133253053700518,0
"Dietzia schimae",0.00189279432333608,0,0
"Nocardioides jensenii",0.00159666454046749,9.2378691062724e-05,0.000130329788400746
"Georgenia satyanarayanai",0.0012931403550547,0.000228146290459832,0
"Nocardioides sp. BN130099",0.00127037316234908,0,0.000206300234747413
"Leucobacter luti",0.00133355047707879,0,0
"Actinomadura hallensis",0.000907200248070279,0.000244500583788819,0.000174563403331767
"Salinarimonas rosea",0.00110116554372917,0,0.000132354267330237
"Cytophagaceae bacterium SCN 52-12",0.000782178091594357,0.000123638327616462,0.000281070989876604
"Nocardioides zeae",0.00113949470485929,0,0
"Pseudonocardiales bacterium",0.00112685266179985,0,0
"Acidobacterium ailaaui",0.00112655655669241,0,0
"Pseudomonas chlororaphis",0.000403426758607303,0,0.000629168061578471
"Streptomyces sp. SID9913",0,0.00072038647878618,0.000280007930158896
"Alteromonadaceae bacterium 2052S.S.stab0a.01",0.00053202685179816,0.000408613675695942,0
"Enteractinococcus coprophilus",0,0.000419979487219872,0.000506048084147195
"Desulfitobacterium sp. LBE",0.000839359277898345,0,0
"Nocardioides sp. Soil774",0.000474467308967996,0.000265211473731667,0
"Marmoricola solisilvae",0.000420378776008413,0.000313307845521296,0
"Microbacterium sp. cl127",0.000635071429188314,5.99901079591606e-05,0
"Georgenia sp. 311",0.0006329411174431,0,0
"Yaniella halotolerans",0.000489404166610119,0,0
"Shinella sp. JR1-6",0.000416332006206692,0,0
"Nocardioides sp. URHA0032",0,0.000295535465375045,6.16308038222249e-05
"Pirellula staleyi",0,0.000219413604629813,0.000132980772743807
"bacterium HR41",0,0.000268591815847044,0
"Phyllobacterium brassicacearum",0,0.000259149274416631,0
"Micromonospora sp. PPF5-17",0,0.000168414459481135,8.06792343752603e-05
"Verticiella sediminum",0,0,9.16664064419779e-05
"Aquamicrobium defluvii",0,8.85142826569174e-05,0
"Asticcacaulis sp. AC466",0,0,0
"Bacillus sp. 3-2-2",0,0,0
"Betaproteobacteria bacterium",0,0,0
"Burkholderia multivorans",0,0,0
"Clostridium sp.",0,0,0
"Deltaproteobacteria bacterium",0,0,0
"Herpetosiphon geysericola",0,0,0
"Microbacteriaceae bacterium",0,0,0
"Myxococcales bacterium",0,0,0
"Paenibacillus antarcticus",0,0,0
"Paenibacillus sp. A3",0,0,0
"Paenibacillus sp. HB172198",0,0,0
"Pseudofulvimonas gallinarii",0,0,0
"Sinimarinibacterium sp. NLF-5-8",0,0,0
"Sphingosinicella ginsenosidimutans",0,0,0
"Verrucomicrobiales bacterium",0,0,0
